Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2022-11-23 20:39:45;1669232385.752033;faceUp;0.0667572021484375;-0.457305908203125;-0.9002532958984375;sitting down 
2022-11-23 20:39:45;1669232385.757302;faceUp;0.0569000244140625;-0.468231201171875;-0.8916778564453125;sitting down 
2022-11-23 20:39:45;1669232385.7594771;faceUp;0.027923583984375;-0.4873046875;-0.8856048583984375;sitting down 
2022-11-23 20:39:45;1669232385.782;faceUp;0.0526885986328125;-0.484130859375;-0.82745361328125;sitting down 
2022-11-23 20:39:45;1669232385.783819;faceUp;0.0554046630859375;-0.476318359375;-0.8174591064453125;sitting down 
2022-11-23 20:39:45;1669232385.829134;faceUp;0.066986083984375;-0.455230712890625;-0.855010986328125;sitting down 
2022-11-23 20:39:45;1669232385.877469;faceUp;0.0638885498046875;-0.4673004150390625;-0.87994384765625;sitting down 
2022-11-23 20:39:45;1669232385.9313068;faceUp;0.063140869140625;-0.473236083984375;-0.9124755859375;sitting down 
2022-11-23 20:39:45;1669232385.979584;faceUp;0.075347900390625;-0.4710845947265625;-0.904815673828125;sitting down 
2022-11-23 20:39:45;1669232386.019627;faceUp;0.0750885009765625;-0.46990966796875;-0.879302978515625;sitting down 
2022-11-23 20:39:45;1669232386.083116;faceUp;0.07135009765625;-0.458251953125;-0.88702392578125;sitting down 
2022-11-23 20:39:45;1669232386.1308641;faceUp;0.0742645263671875;-0.459381103515625;-0.87835693359375;sitting down 
2022-11-23 20:39:45;1669232386.1809;faceUp;0.0636444091796875;-0.45318603515625;-0.886871337890625;sitting down 
2022-11-23 20:39:45;1669232386.230058;faceUp;0.0695343017578125;-0.4619598388671875;-0.8860931396484375;sitting down 
2022-11-23 20:39:45;1669232386.279513;faceUp;0.0728759765625;-0.4666595458984375;-0.872283935546875;sitting down 
2022-11-23 20:39:45;1669232386.3304648;faceUp;0.0758056640625;-0.46234130859375;-0.8773193359375;sitting down 
2022-11-23 20:39:45;1669232386.370045;faceUp;0.08038330078125;-0.45709228515625;-0.866851806640625;sitting down 
2022-11-23 20:39:45;1669232386.4271898;faceUp;0.0834197998046875;-0.4413604736328125;-0.844024658203125;sitting down 
2022-11-23 20:39:45;1669232386.470007;faceUp;0.089508056640625;-0.43402099609375;-0.82666015625;sitting down 
2022-11-23 20:39:45;1669232386.530243;faceUp;0.0638885498046875;-0.4412689208984375;-0.80523681640625;sitting down 
2022-11-23 20:39:45;1669232386.570005;faceUp;0.03131103515625;-0.372711181640625;-0.7650146484375;sitting down 
2022-11-23 20:39:45;1669232386.619638;faceUp;0.039031982421875;-0.3118438720703125;-0.6679229736328125;sitting down 
2022-11-23 20:39:45;1669232386.679636;faceUp;0.0270843505859375;-0.3059844970703125;-0.5865631103515625;sitting down 
2022-11-23 20:39:45;1669232386.720088;faceUp;0.0028839111328125;-0.29461669921875;-0.645050048828125;sitting down 
2022-11-23 20:39:45;1669232386.781734;faceUp;0.041473388671875;-0.306396484375;-0.725982666015625;sitting down 
2022-11-23 20:39:45;1669232386.8289871;faceUp;0.046112060546875;-0.3882598876953125;-0.81512451171875;sitting down 
2022-11-23 20:39:45;1669232386.880177;faceUp;0.0323944091796875;-0.3943634033203125;-0.950958251953125;sitting down 
2022-11-23 20:39:45;1669232386.931351;faceUp;0.0775909423828125;-0.423370361328125;-1.02923583984375;sitting down 
2022-11-23 20:39:45;1669232386.97839;faceUp;0.087860107421875;-0.4374237060546875;-1.0229034423828125;sitting down 
2022-11-23 20:39:45;1669232387.029608;faceUp;0.1452178955078125;-0.4774017333984375;-0.968597412109375;sitting down 
2022-11-23 20:39:45;1669232387.079125;faceUp;0.1083221435546875;-0.5241851806640625;-1.034942626953125;sitting down 
2022-11-23 20:39:45;1669232387.120501;faceUp;0.0707550048828125;-0.5515594482421875;-1.1537322998046875;sitting down 
2022-11-23 20:39:45;1669232387.175881;faceUp;0.1013946533203125;-0.5548248291015625;-1.2930908203125;sitting down 
2022-11-23 20:39:45;1669232387.230377;faceUp;0.1909332275390625;-0.64068603515625;-1.0294647216796875;sitting down 
2022-11-23 20:39:45;1669232387.270633;faceUp;0.2319793701171875;-0.714996337890625;-0.7570343017578125;sitting down 
2022-11-23 20:39:45;1669232387.326754;faceUp;0.1933135986328125;-0.6277008056640625;-0.6602630615234375;sitting down 
2022-11-23 20:39:45;1669232387.380553;portrait;0.30517578125;-0.6659088134765625;-0.648712158203125;sitting down 
2022-11-23 20:39:45;1669232387.420538;portrait;0.3364410400390625;-0.78485107421875;-0.7736663818359375;sitting down 
2022-11-23 20:39:45;1669232387.4770079;portrait;0.297637939453125;-0.9357147216796875;-0.869781494140625;sitting down 
2022-11-23 20:39:45;1669232387.530271;portrait;0.1663360595703125;-0.8320159912109375;-0.8542633056640625;sitting down 
2022-11-23 20:39:45;1669232387.579495;portrait;0.1417083740234375;-0.7127227783203125;-0.679718017578125;sitting down 
2022-11-23 20:39:45;1669232387.6256518;portrait;0.270751953125;-0.72955322265625;-0.7085723876953125;sitting down 
2022-11-23 20:39:45;1669232387.6791558;portrait;0.20648193359375;-0.655853271484375;-0.722442626953125;sitting down 
2022-11-23 20:39:45;1669232387.720689;portrait;0.144866943359375;-0.639617919921875;-0.605804443359375;sitting down 
2022-11-23 20:39:45;1669232387.782083;portrait;0.155181884765625;-0.6368408203125;-0.59765625;sitting down 
2022-11-23 20:39:45;1669232387.820743;portrait;0.1665191650390625;-0.6406097412109375;-0.661346435546875;sitting down 
2022-11-23 20:39:45;1669232387.8707418;portrait;0.185302734375;-0.6221466064453125;-0.6803741455078125;sitting down 
2022-11-23 20:39:45;1669232387.9301538;portrait;0.1342315673828125;-0.6655426025390625;-0.637420654296875;sitting down 
2022-11-23 20:39:45;1669232387.980546;portrait;0.1414794921875;-0.7042236328125;-0.7341156005859375;sitting down 
2022-11-23 20:39:45;1669232388.029079;portrait;0.2411651611328125;-0.6744537353515625;-0.7399444580078125;sitting down 
2022-11-23 20:39:45;1669232388.070679;portrait;0.2544708251953125;-0.68536376953125;-0.674713134765625;sitting down 
2022-11-23 20:39:45;1669232388.130358;portrait;0.21490478515625;-0.68585205078125;-0.5889892578125;sitting down 
2022-11-23 20:39:45;1669232388.1806579;portrait;0.27899169921875;-0.6358795166015625;-0.6853179931640625;sitting down 
2022-11-23 20:39:45;1669232388.220756;portrait;0.2307586669921875;-0.6649932861328125;-0.649322509765625;sitting down 
2022-11-23 20:39:45;1669232388.2708411;portrait;0.2746734619140625;-0.7119293212890625;-0.6801300048828125;sitting down 
